passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,trep_driving_time
Audrey Bailey,2017-02-25 22:42:24,2017-02-25 22:47:33,Cash,2,0.6,5.0,1.55,0.0,5.15
James Schneider,2017-11-29 17:47:30,2017-11-29 18:12:04,Card,1,3.4,17.0,4.7,0.0,24.566666666666666
Tracy Gray,2017-10-30 16:59:27,2017-10-30 17:10:26,Cash,1,2.1,10.0,1.25,0.0,10.983333333333333
Paul Jackson,2017-05-19 21:09:05,2017-05-19 21:10:58,Card,1,0.3,3.5,1.2,0.0,1.8833333333333333
Susan Mcmillan,2017-01-30 18:55:07,2017-01-30 19:12:25,Cash,2,3.3,14.0,0.0,0.0,17.3
Brandon Brown,2017-10-25 20:54:08,2017-10-25 21:16:23,Card,1,10.5,30.5,3.0,0.0,22.25
Jaime Leonard,2017-12-07 15:26:25,2017-12-07 16:53:23,Cash,3,19.02,52.0,0.0,5.76,86.96666666666667
Kristen Gonzalez,2017-02-15 12:15:24,2017-02-15 12:21:52,Card,1,0.8,6.0,1.35,0.0,6.466666666666667
Jodi Johnson,2017-11-28 15:15:38,2017-11-28 15:30:34,Card,1,1.9,11.0,0.0,0.0,14.933333333333334
Robert Contreras,2017-09-20 17:56:30,2017-09-20 18:04:53,Cash,1,0.7,7.0,0.0,0.0,8.383333333333333
Brian Johnston,2017-03-04 19:15:54,2017-03-04 19:30:37,Cash,1,2.7,12.0,0.0,0.0,14.716666666666667
Michael Jones,2017-05-23 19:09:15,2017-05-23 19:24:51,Card,1,2.0,11.5,2.65,0.0,15.6
Sandra Turner,2017-12-26 18:01:57,2017-12-26 18:08:17,Cash,4,2.11,8.0,1.96,0.0,6.333333333333333
Sharon Chapman,2017-01-14 01:59:22,2017-01-14 02:10:59,Card,1,1.94,10.0,2.26,0.0,11.616666666666667
Kimberly Carlson,2017-11-01 19:56:36,2017-11-01 20:06:06,Card,1,1.7,8.5,2.55,0.0,9.5
Mr. Paul Turner,2017-10-13 07:04:40,2017-10-13 07:09:13,Card,1,0.83,5.0,1.16,0.0,4.55
Ryan Harris,2017-02-15 22:21:41,2017-02-15 22:42:26,Card,5,4.29,17.0,3.66,0.0,20.75
Shelby Moore,2017-02-28 16:37:33,2017-02-28 16:55:02,Card,1,2.89,13.5,0.0,0.0,17.483333333333334
Caroline Ayala,2017-04-23 22:52:56,2017-04-23 22:55:04,Card,1,0.82,4.5,0.0,0.0,2.1333333333333333
Thomas Mccoy,2017-04-04 06:49:17,2017-04-04 06:56:17,Cash,3,1.9,8.0,1.0,0.0,7.0
Thomas Reid,2017-09-24 15:31:28,2017-09-24 15:34:51,Card,2,0.7,5.0,0.0,0.0,3.3833333333333333
Michael Smith,2017-03-19 16:10:34,2017-03-19 16:49:35,Card,5,9.87,33.5,0.0,5.54,39.016666666666666
Reginald Underwood,2017-02-17 02:59:32,2017-02-17 03:08:07,Cash,6,2.46,9.5,2.16,0.0,8.583333333333334
Paul Hernandez,2017-09-21 16:31:07,2017-09-21 16:59:29,Cash,1,5.9,23.5,5.05,0.0,28.366666666666667
Austin Taylor,2017-04-27 19:25:27,2017-04-27 20:08:52,Cash,1,10.2,35.0,10.52,5.76,43.416666666666664
Isabel Cole,2017-04-16 15:11:28,2017-04-16 15:21:20,Card,1,1.55,8.5,0.0,0.0,9.866666666666667
Fred Glover,2017-06-07 08:55:03,2017-06-07 09:02:14,Card,1,1.03,6.5,1.46,0.0,7.183333333333334
Michael Garcia,2017-09-23 22:41:46,2017-09-23 22:47:07,Cash,3,0.8,5.5,1.35,0.0,5.35
Wanda Miller,2017-11-03 01:01:36,2017-11-03 01:11:58,Cash,1,1.9,9.0,2.05,0.0,10.366666666666667
Lisa Bryan,2017-08-05 15:24:51,2017-08-05 15:37:11,Cash,1,2.1,10.5,0.0,0.0,12.333333333333334
Bradley Serrano,2017-03-18 18:59:33,2017-03-18 19:07:29,Card,1,0.7,6.5,0.0,0.0,7.933333333333334
Mark Hernandez,2017-10-10 09:49:45,2017-10-10 10:22:11,Card,1,3.2,21.0,0.0,0.0,32.43333333333333
Diane Hebert,2017-10-22 00:30:23,2017-10-22 00:37:03,Card,1,0.9,6.5,0.0,0.0,6.666666666666667
Mrs. Deanna Myers,2017-06-14 13:26:00,2017-06-14 13:29:58,Card,1,0.8,5.0,1.16,0.0,3.966666666666667
Samantha Martinez,2017-10-18 10:46:59,2017-10-18 10:58:43,Cash,1,1.4,9.0,1.95,0.0,11.733333333333333
Audrey Gonzalez,2017-10-16 13:45:06,2017-10-16 13:53:21,Cash,1,0.8,7.0,1.55,0.0,8.25
Jeffrey Hunt,2017-09-20 11:33:18,2017-09-20 11:58:17,Card,1,4.8,19.5,3.0,0.0,24.983333333333334
Kristen Johnson,2017-11-28 13:42:01,2017-11-28 13:59:16,Card,1,3.15,14.5,3.06,0.0,17.25
David Melendez,2017-03-09 22:34:17,2017-03-09 22:44:35,Card,1,2.13,9.5,5.0,0.0,10.3
David Nolan,2017-01-08 11:46:37,2017-01-08 12:01:49,Card,1,5.63,18.0,3.76,0.0,15.2
Jose Torres,2017-09-13 02:20:07,2017-09-13 02:22:55,Cash,2,1.17,5.0,0.0,0.0,2.8
Joseph Hernandez,2017-01-12 08:15:12,2017-01-12 08:51:38,Cash,1,5.0,23.5,4.85,0.0,36.43333333333333
Brandon Sanchez,2017-08-24 22:34:38,2017-08-24 22:48:11,Cash,1,3.2,13.0,4.0,0.0,13.55
Joseph Simmons,2017-06-25 10:41:20,2017-06-25 10:49:53,Card,1,1.37,6.0,0.0,0.0,8.55
Jason Reilly,2017-09-11 18:00:06,2017-09-11 18:21:23,Card,1,4.08,17.5,0.0,0.0,21.283333333333335
Kimberly Jackson,2017-02-24 06:59:29,2017-02-24 07:06:54,Cash,5,1.84,8.0,1.76,0.0,7.416666666666667
Chelsea Smith,2017-05-16 18:30:45,2017-05-16 18:30:47,Cash,1,8.4,2.5,0.0,0.0,0.03333333333333333
Kyle Sellers,2017-09-27 15:43:45,2017-09-27 16:06:42,Card,5,3.23,16.0,4.2,0.0,22.95
Parker Miller,2017-09-15 02:19:39,2017-09-15 02:26:25,Card,2,1.4,7.0,0.0,0.0,6.766666666666667
Robin Smith,2017-11-05 12:29:41,2017-11-05 12:49:50,Card,1,10.1,30.0,6.15,0.0,20.15
Dawn Moore,2017-07-10 18:04:46,2017-07-10 18:14:35,Card,3,0.75,7.5,1.86,0.0,9.816666666666666
Amanda Shannon,2017-02-26 00:07:55,2017-02-26 00:12:06,Card,1,0.39,4.5,1.16,0.0,4.183333333333334
Erica Skinner DVM,2017-12-05 17:35:41,2017-12-05 18:04:33,Cash,1,2.17,18.0,2.97,0.0,28.866666666666667
Jodi Johnson,2017-07-12 21:04:07,2017-07-12 21:05:59,Cash,5,0.66,4.0,2.0,0.0,1.8666666666666667
Raymond Sullivan,2017-03-13 08:30:03,2017-03-13 08:47:35,Card,1,1.57,12.5,1.0,0.0,17.533333333333335
James Weiss,2017-03-06 23:28:11,2017-03-07 00:06:15,Card,1,7.0,30.5,6.35,0.0,38.06666666666667
Dennis Donaldson,2017-02-07 22:15:53,2017-02-07 22:31:45,Card,5,5.1,18.0,3.86,0.0,15.866666666666667
Sean Sexton,2017-05-29 14:37:40,2017-05-29 14:43:08,Card,1,1.13,6.5,0.0,0.0,5.466666666666667
William Green,2017-12-27 09:16:12,2017-12-27 09:34:15,Cash,1,1.2,11.5,1.85,0.0,18.05
Peter Parsons,2017-01-24 10:56:58,2017-01-24 11:09:50,Cash,1,1.44,9.5,2.06,0.0,12.866666666666667
Cassidy Stewart,2017-11-25 23:05:18,2017-11-25 23:08:30,Card,1,0.5,4.5,1.0,0.0,3.2
Alexandria Cain,2017-07-18 07:41:56,2017-07-18 07:56:24,Cash,1,1.8,11.0,2.35,0.0,14.466666666666667
Bianca Nichols,2017-11-15 23:04:53,2017-11-15 23:10:27,Card,2,0.87,6.0,0.0,0.0,5.566666666666666
Shelly Leach MD,2017-12-22 10:34:06,2017-12-22 10:49:23,Card,1,2.61,12.0,2.56,0.0,15.283333333333333
Christy Ramirez,2017-10-02 11:00:42,2017-10-02 11:21:38,Card,1,3.3,15.5,0.0,0.0,20.933333333333334
Rodney Smith,2017-11-14 19:36:48,2017-11-14 19:47:11,Cash,3,0.76,8.0,2.94,0.0,10.383333333333333
Christopher Reyes,2017-01-04 18:01:05,2017-01-04 18:15:30,Cash,1,1.22,10.0,2.36,0.0,14.416666666666666
Jennifer Miranda,2017-05-25 23:53:57,2017-05-26 00:10:56,Cash,1,6.8,21.0,0.0,0.0,16.983333333333334
Hannah Weber,2017-02-24 20:37:09,2017-02-24 20:44:47,Card,2,0.87,6.5,0.0,0.0,7.633333333333334
Steven Goodwin,2017-05-14 11:07:07,2017-05-14 11:11:55,Cash,1,1.2,6.0,1.0,0.0,4.8
Ernest Smith,2017-08-04 18:24:52,2017-08-04 18:48:38,Cash,2,3.3,16.5,4.58,0.0,23.766666666666666
Christopher Torres,2017-06-18 15:08:51,2017-06-18 15:16:59,Card,1,1.5,8.0,0.88,0.0,8.133333333333333
Julie Fletcher,2017-07-27 16:35:02,2017-07-27 16:57:49,Card,1,3.4,17.0,3.75,0.0,22.783333333333335
Brian Ingram,2017-10-12 11:01:20,2017-10-12 11:11:33,Card,1,0.77,7.5,2.08,0.0,10.216666666666667
Jordan Smith,2017-01-14 22:07:04,2017-01-14 22:30:01,Card,1,6.3,23.0,0.0,0.0,22.95
Christine Washington,2017-12-08 06:44:38,2017-12-08 06:47:50,Card,1,0.6,4.5,0.0,0.0,3.2
Gabriel Richardson,2017-01-03 21:04:16,2017-01-03 21:18:50,Cash,2,2.53,12.0,2.66,0.0,14.566666666666666
Justin Gould,2017-10-21 04:38:54,2017-10-21 04:41:57,Cash,1,1.01,5.0,1.2,0.0,3.05
Jessica Davis,2017-02-03 00:46:06,2017-02-03 01:05:46,Card,1,14.62,39.5,8.16,0.0,19.666666666666668
Angela Smith,2017-04-07 13:53:26,2017-04-07 14:15:51,Cash,1,2.1,15.0,3.15,0.0,22.416666666666668
Melinda Turner,2017-03-17 11:25:01,2017-03-17 11:47:16,Card,1,0.82,13.5,3.58,0.0,22.25
Mark Cervantes,2017-04-02 19:51:41,2017-04-02 20:11:23,Cash,1,5.84,21.0,4.36,0.0,19.7
Timothy Nicholson,2017-04-25 14:16:20,2017-04-25 14:24:08,Card,1,1.11,7.0,0.0,0.0,7.8
James Sanders,2017-11-09 08:36:39,2017-11-09 08:55:04,Cash,2,3.63,14.5,3.82,0.0,18.416666666666668
Dale Marks,2017-03-03 16:33:55,2017-03-03 16:45:57,Cash,1,2.22,10.5,2.46,0.0,12.033333333333333
Jose King,2017-08-03 16:01:17,2017-08-03 16:06:13,Cash,1,0.6,5.0,1.1,0.0,4.933333333333334
Carl Hunt,2017-12-20 22:24:00,2017-12-20 22:31:46,Cash,2,1.6,7.5,1.75,0.0,7.766666666666667
Nicole Moore,2017-09-29 16:55:15,2017-09-29 17:08:40,Card,1,1.82,10.0,2.36,0.0,13.416666666666666
David Cain,2017-09-06 08:54:41,2017-09-06 09:00:10,Cash,2,0.51,5.0,1.16,0.0,5.483333333333333
Matthew Torres,2017-04-08 15:07:35,2017-04-08 15:21:16,Card,1,1.9,10.5,2.25,0.0,13.683333333333334
Connie Duncan,2017-02-08 07:51:03,2017-02-08 08:02:22,Cash,1,1.9,9.5,2.06,0.0,11.316666666666666
Joshua Cruz,2017-03-13 15:47:16,2017-03-13 15:54:13,Card,1,0.8,6.0,1.35,0.0,6.95
Leslie Warren,2017-12-05 17:14:50,2017-12-05 18:24:00,Card,2,17.1,52.0,12.61,5.76,69.16666666666667
Reginald Beltran,2017-01-06 21:02:45,2017-01-06 21:20:28,Cash,4,2.57,13.5,0.0,0.0,17.716666666666665
Jason Walker,2017-01-18 07:20:51,2017-01-18 07:32:42,Cash,1,1.5,9.5,1.7,0.0,11.85
Amber Ho,2017-05-30 12:43:30,2017-05-30 12:57:04,Card,5,1.57,10.0,0.0,0.0,13.566666666666666
Bonnie Alvarez,2017-12-07 08:31:05,2017-12-07 08:42:01,Card,1,0.9,8.0,1.32,0.0,10.933333333333334
Jeremy Novak,2017-01-02 18:41:20,2017-01-02 18:56:05,Card,1,6.5,19.5,4.25,0.0,14.75
Dr. Glenda Roberts MD,2017-04-13 08:12:34,2017-04-13 08:18:34,Card,1,0.9,6.0,0.0,0.0,6.0
Amy Cervantes,2017-10-29 12:45:11,2017-10-29 13:01:14,Card,1,3.6,14.0,2.95,0.0,16.05
Ashley Saunders,2017-12-17 16:33:43,2017-12-17 16:50:37,Cash,1,1.4,11.5,0.0,0.0,16.9
Christine Hughes,2017-11-22 09:14:52,2017-11-22 09:28:12,Cash,5,1.22,9.5,0.0,0.0,13.333333333333334
Holly Holland,2017-07-16 16:42:51,2017-07-16 16:51:00,Card,4,2.0,9.0,2.45,0.0,8.15
Erica Strong,2017-07-23 03:42:23,2017-07-23 03:55:28,Card,3,4.12,15.0,3.26,0.0,13.083333333333334
Carlos Rivera,2017-11-30 18:56:03,2017-11-30 19:03:28,Cash,1,0.7,6.5,1.65,0.0,7.416666666666667
Timothy Flores,2017-01-15 15:20:03,2017-01-15 15:50:21,Cash,1,8.85,29.0,7.07,5.54,30.3
Allen Moreno,2017-05-09 21:37:03,2017-05-09 21:43:20,Card,1,1.11,6.5,1.56,0.0,6.283333333333333
Dennis Pierce,2017-05-17 14:09:23,2017-05-17 14:14:37,Cash,3,0.65,5.0,1.0,0.0,5.233333333333333
Jason Martinez,2017-08-16 10:00:06,2017-08-16 10:22:12,Card,1,2.0,14.5,0.0,0.0,22.1
Rebecca Fischer,2017-01-15 12:15:19,2017-01-15 12:20:46,Card,1,1.6,6.5,1.45,0.0,5.45
Stephanie Caldwell,2017-09-27 08:46:13,2017-09-27 08:52:41,Card,1,0.9,6.0,1.22,0.0,6.466666666666667
Rick Johnson,2017-06-01 19:18:21,2017-06-01 19:20:21,Card,1,0.55,4.0,1.16,0.0,2.0
Alexis Clark,2017-02-12 13:26:47,2017-02-12 13:47:00,Card,2,2.84,15.0,3.0,0.0,20.216666666666665
Kyle Miles,2017-06-09 19:59:35,2017-06-09 20:13:16,Cash,1,1.85,10.0,2.36,0.0,13.683333333333334
Dawn Howard,2017-07-20 09:14:38,2017-07-20 09:31:57,Cash,1,2.0,12.0,2.55,0.0,17.316666666666666
John Cisneros,2017-04-22 02:42:25,2017-04-22 03:02:19,Cash,2,5.45,19.5,4.16,0.0,19.9
Timothy Baxter,2017-10-24 08:01:39,2017-10-24 08:08:35,Card,2,0.8,6.5,1.45,0.0,6.933333333333334
Eric Reilly,2017-10-25 07:43:11,2017-10-25 07:49:34,Card,1,0.63,5.5,0.0,0.0,6.383333333333334
Kathryn Kirk,2017-03-25 10:07:50,2017-03-25 10:19:59,Card,1,0.7,8.5,0.0,0.0,12.15
Ana Jimenez,2017-03-22 15:34:46,2017-03-22 15:49:58,Cash,1,1.7,11.0,0.0,0.0,15.2
Wanda Welch,2017-01-23 16:25:22,2017-01-23 16:55:42,Cash,1,9.55,30.5,7.57,5.54,30.333333333333332
William Pierce,2017-11-06 23:23:12,2017-11-06 23:29:04,Card,1,1.14,6.5,1.56,0.0,5.866666666666666
Crystal Decker,2017-08-07 19:52:24,2017-08-07 19:55:55,Card,5,0.43,4.0,0.0,0.0,3.5166666666666666
Kristina Terry,2017-01-11 19:17:50,2017-01-11 19:22:54,Card,1,1.43,6.5,1.0,0.0,5.066666666666666
Michael Ho,2017-07-29 13:17:02,2017-07-29 13:19:12,Card,2,0.4,4.0,1.2,0.0,2.1666666666666665
Caitlin Barnett,2017-01-13 05:29:16,2017-01-13 05:32:47,Card,1,0.7,4.5,13.0,0.0,3.5166666666666666
Mary Lindsey,2017-03-16 10:15:44,2017-03-16 10:30:29,Cash,1,0.95,10.5,1.7,0.0,14.75
Jeremy Mathis,2017-08-25 18:49:21,2017-08-25 19:02:06,Cash,2,0.9,9.0,0.0,0.0,12.75
Sherry Farmer,2017-02-24 07:24:09,2017-02-24 07:26:50,Card,1,0.36,4.0,0.96,0.0,2.683333333333333
Adam Dennis,2017-07-23 16:51:02,2017-07-23 16:54:44,Card,1,0.6,4.5,2.5,0.0,3.7
Chelsea Thompson,2017-08-05 21:12:14,2017-08-05 21:17:29,Card,1,0.9,5.5,0.0,0.0,5.25
Victoria Campbell,2017-09-15 19:03:05,2017-09-15 19:07:23,Card,1,0.41,4.5,0.0,0.0,4.3
Cheryl Mitchell,2017-09-23 17:40:28,2017-09-23 18:05:55,Cash,2,4.5,19.5,0.0,0.0,25.45
Wendy Glass,2017-06-06 21:02:50,2017-06-06 21:09:09,Cash,2,1.3,6.5,0.0,0.0,6.316666666666666
Mary Pitts,2017-03-02 07:15:30,2017-03-02 07:21:43,Cash,1,0.94,6.0,0.0,0.0,6.216666666666667
Eric Sparks,2017-04-03 19:35:58,2017-04-03 19:41:23,Cash,1,1.11,6.0,1.56,0.0,5.416666666666667
Julie Burns,2017-02-22 22:44:44,2017-02-22 23:00:38,Card,1,1.86,11.5,0.0,0.0,15.9
Steven Harris,2017-03-07 15:22:37,2017-03-07 15:33:02,Cash,6,1.32,8.5,1.0,0.0,10.416666666666666
Tiffany White,2017-04-08 03:34:33,2017-04-08 03:44:34,Cash,1,1.5,8.5,0.0,0.0,10.016666666666667
Lisa Smith,2017-02-19 16:59:54,2017-02-19 17:06:13,Card,1,1.12,6.5,1.0,0.0,6.316666666666666
Antonio Black,2017-03-05 10:45:18,2017-03-05 10:51:39,Cash,1,1.5,7.0,1.0,0.0,6.35
Marvin Cain,2017-08-01 17:38:41,2017-08-01 18:02:21,Cash,1,3.0,16.0,0.0,0.0,23.666666666666668
Janet Yoder,2017-10-31 17:23:02,2017-10-31 17:34:55,Card,1,1.2,8.5,2.55,0.0,11.883333333333333
Kelly Fox,2017-02-20 22:38:28,2017-02-20 22:51:04,Cash,1,3.3,12.5,1.5,0.0,12.6
John Taylor,2017-03-15 17:27:21,2017-03-15 17:58:58,Cash,1,1.3,18.5,4.05,0.0,31.616666666666667
Diane Gibbs,2017-10-29 19:07:56,2017-10-29 19:15:37,Cash,1,1.9,8.5,0.0,0.0,7.683333333333334
Joshua Snyder,2017-02-12 07:51:56,2017-02-12 07:54:56,Card,1,0.7,4.5,0.0,0.0,3.0
Lisa Clark,2017-12-27 11:12:06,2017-12-27 11:30:33,Card,1,2.3,13.0,2.0,0.0,18.45
Michael Simon,2017-12-16 11:11:24,2017-12-16 11:18:45,Card,1,1.5,7.5,1.66,0.0,7.35
Hailey Cox,2017-03-01 14:22:39,2017-03-01 14:37:07,Cash,1,1.83,10.5,2.26,0.0,14.466666666666667
Michael Tate Jr.,2017-12-05 16:51:21,2017-12-05 17:03:35,Cash,2,1.97,10.0,2.36,0.0,12.233333333333333
Melanie Krueger,2017-08-09 23:41:58,2017-08-09 23:47:54,Card,1,1.35,6.5,1.56,0.0,5.933333333333334
Christopher Frank,2017-10-06 09:33:15,2017-10-06 09:44:35,Card,1,2.35,10.0,0.0,0.0,11.333333333333334
Michael Dyer,2017-10-05 13:07:56,2017-10-05 13:20:25,Cash,1,1.3,9.5,0.0,0.0,12.483333333333333
Priscilla Rodriguez,2017-09-19 11:12:32,2017-09-19 11:34:25,Cash,1,1.5,14.0,10.0,0.0,21.883333333333333
Katrina Ward,2017-01-09 17:08:04,2017-01-09 17:32:51,Card,1,3.38,17.0,0.0,0.0,24.783333333333335
Kenneth Randolph,2017-06-11 15:19:57,2017-06-11 15:29:52,Card,5,1.33,8.0,2.2,0.0,9.916666666666666
Shannon Mcdaniel,2017-03-04 17:29:22,2017-03-04 17:36:34,Card,3,1.37,7.0,1.95,0.0,7.2
John Dunn,2017-03-22 15:15:37,2017-03-22 15:26:41,Card,5,1.33,8.5,0.0,0.0,11.066666666666666
Lisa Johnson,2017-06-11 08:27:18,2017-06-11 08:34:59,Card,2,4.57,13.5,2.86,0.0,7.683333333333334
Alexander Mitchell,2017-03-08 13:29:55,2017-03-08 14:11:56,Cash,1,18.0,51.5,10.45,0.0,42.016666666666666
Brandon Perry,2017-07-23 20:04:57,2017-07-23 20:30:03,Card,1,5.0,20.5,0.0,0.0,25.1
Sandra Mann,2017-08-19 15:08:16,2017-08-19 15:27:57,Cash,1,3.7,14.5,3.05,0.0,19.683333333333334
Natasha Crosby,2017-07-05 10:45:06,2017-07-05 10:51:04,Cash,1,0.7,6.0,1.35,0.0,5.966666666666667
Kathryn Costa,2017-11-26 23:21:14,2017-11-26 23:32:06,Card,2,2.33,10.0,0.0,0.0,10.866666666666667
Valerie Wilson,2017-04-02 01:46:27,2017-04-02 01:58:19,Cash,1,1.81,9.5,0.0,0.0,11.866666666666667
Brian Rojas,2017-06-15 14:23:17,2017-06-15 14:34:21,Cash,1,1.4,9.0,0.0,0.0,11.066666666666666
Angela Thomas,2017-01-16 18:36:36,2017-01-16 18:48:54,Card,1,1.52,9.5,0.0,0.0,12.3
Christina Jordan,2017-11-06 16:59:57,2017-11-06 17:29:28,Card,1,7.4,25.5,0.0,0.0,29.516666666666666
Robert Hall,2017-04-04 15:56:51,2017-04-04 16:06:59,Card,1,1.0,8.0,1.95,0.0,10.133333333333333
Dawn Owens,2017-06-25 00:30:41,2017-06-25 00:43:03,Card,2,2.3,10.5,2.36,0.0,12.366666666666667
Laura Hurst,2017-10-27 07:00:39,2017-10-27 07:07:09,Cash,1,0.97,6.0,0.0,0.0,6.5
Sheila Frank,2017-04-04 23:00:02,2017-04-04 23:02:36,Card,1,0.2,52.0,11.7,5.76,2.566666666666667
Douglas Andrews,2017-04-19 16:21:19,2017-04-19 16:35:24,Cash,1,1.83,10.5,0.0,0.0,14.083333333333334
Evan Jimenez,2017-11-15 00:27:02,2017-11-15 00:28:20,Cash,1,0.43,3.5,1.2,0.0,1.3
Michael Kelley,2017-05-31 18:49:18,2017-05-31 18:52:13,Cash,2,0.54,4.0,0.0,0.0,2.9166666666666665
Teresa Little,2017-07-20 17:15:55,2017-07-20 18:00:41,Cash,2,4.36,28.5,0.0,0.0,44.766666666666666
Victoria Brown,2017-01-30 12:07:07,2017-01-30 12:26:41,Cash,1,4.36,17.0,4.45,0.0,19.566666666666666
Kevin Stanley,2017-09-06 19:19:38,2017-09-06 19:37:25,Card,1,4.45,15.5,1.73,0.0,17.783333333333335
Julie Shepard,2017-03-17 10:34:06,2017-03-17 10:36:07,Card,2,0.32,3.5,0.7,0.0,2.0166666666666666
Debra Diaz,2017-10-27 18:33:07,2017-10-27 18:40:48,Cash,5,0.99,6.5,1.24,0.0,7.683333333333334
Michael Wood,2017-08-11 13:25:36,2017-08-11 13:35:07,Card,1,1.05,7.5,1.66,0.0,9.516666666666667
Dustin Sanchez,2017-04-30 10:08:41,2017-04-30 10:13:09,Card,1,1.2,6.0,1.7,0.0,4.466666666666667
Shannon Schmitt,2017-01-10 12:33:07,2017-01-10 12:45:13,Cash,1,1.9,9.5,2.05,0.0,12.1
Janet Davis,2017-02-20 08:26:52,2017-02-20 08:30:04,Cash,1,0.4,4.0,0.95,0.0,3.2
Alexandria Reed,2017-02-26 00:49:24,2017-02-26 00:55:38,Card,2,0.6,5.5,2.22,0.0,6.233333333333333
Tracy Robertson,2017-09-09 10:29:01,2017-09-09 10:54:20,Cash,1,0.38,15.0,0.0,0.0,25.316666666666666
Veronica Clark,2017-03-02 08:46:19,2017-03-02 09:09:30,Card,1,3.0,16.5,1.7,0.0,23.183333333333334
William Lee,2017-01-26 21:02:52,2017-01-26 21:22:47,Cash,1,7.19,23.0,6.08,0.0,19.916666666666668
Carol Jones,2017-06-02 21:24:08,2017-06-02 21:30:26,Card,2,0.8,6.0,0.0,0.0,6.3
Christopher Davis,2017-07-21 23:14:42,2017-07-21 23:41:39,Cash,6,3.22,17.0,0.0,0.0,26.95
Mrs. Erica Montgomery,2017-04-23 04:19:36,2017-04-23 04:21:24,Card,1,0.81,4.5,0.0,0.0,1.8
Steve Allen,2017-11-17 19:17:39,2017-11-17 19:21:04,Cash,6,0.41,4.0,1.16,0.0,3.4166666666666665
Adam Moore,2017-07-17 11:21:37,2017-07-17 11:47:28,Cash,1,7.77,27.0,4.17,0.0,25.85
John Martinez,2017-05-21 10:35:46,2017-05-21 10:39:28,Card,1,0.86,5.0,1.16,0.0,3.7
Antonio Roy,2017-09-09 18:23:40,2017-09-09 19:07:32,Cash,1,17.6,52.0,3.0,5.76,43.86666666666667
Troy Hamilton,2017-09-25 21:10:16,2017-09-25 21:19:12,Cash,1,2.38,9.5,2.16,0.0,8.933333333333334
Cynthia Blackburn,2017-01-27 12:09:06,2017-01-27 12:14:59,Cash,2,0.61,5.5,1.26,0.0,5.883333333333334
Derek Kelley,2017-03-21 12:33:22,2017-03-21 12:36:37,Card,1,0.4,4.0,0.95,0.0,3.25
John Snow,2017-02-11 20:06:49,2017-02-11 20:22:08,Cash,1,1.1,10.5,1.0,0.0,15.316666666666666
Regina Bennett,2017-12-14 11:08:40,2017-12-14 11:18:32,Card,2,1.06,7.5,0.0,0.0,9.866666666666667
Zachary Fuller,2017-04-15 09:45:35,2017-04-15 10:06:11,Cash,2,8.46,26.5,2.0,0.0,20.6
Devon Hayes,2017-04-27 20:19:36,2017-04-27 20:25:15,Card,1,0.8,5.5,1.35,0.0,5.65
Sandra Miller,2017-05-13 13:04:09,2017-05-13 13:17:39,Cash,6,2.52,11.0,1.77,0.0,13.5
Erin Ortega,2017-06-03 23:14:02,2017-06-03 23:18:34,Cash,1,0.23,4.0,0.0,0.0,4.533333333333333
Breanna Ellis,2017-08-10 21:56:30,2017-08-10 22:02:02,Cash,1,0.68,5.5,0.0,0.0,5.533333333333333
Brittany Zuniga,2017-10-07 00:41:28,2017-10-07 00:51:49,Card,1,4.0,13.5,2.0,0.0,10.35
Karen Murphy,2017-01-08 01:42:35,2017-01-08 01:54:42,Card,2,1.7,9.5,1.0,0.0,12.116666666666667
Robert Jacobs,2017-05-24 00:12:36,2017-05-24 00:41:09,Card,3,9.34,30.0,0.0,0.0,28.55
Brandon Wright,2017-09-18 15:08:29,2017-09-18 15:49:41,Cash,1,16.93,48.5,0.0,5.76,41.2
Michael Stone,2017-12-03 18:36:07,2017-12-03 18:49:08,Cash,2,2.15,10.0,2.16,0.0,13.016666666666667
Casey Green,2017-06-26 21:35:15,2017-06-26 21:52:28,Cash,1,4.4,16.5,3.56,0.0,17.216666666666665
Patricia Fitzpatrick,2017-01-27 23:49:47,2017-01-28 00:11:31,Cash,1,2.3,14.0,3.8,0.0,21.733333333333334
Tracy Hodges,2017-04-19 21:55:47,2017-04-19 22:26:51,Cash,1,3.4,20.5,1.0,0.0,31.066666666666666
Kyle Andrade,2017-02-10 16:19:18,2017-02-10 16:25:02,Card,1,0.6,5.5,1.0,0.0,5.733333333333333
Tanya Turner,2017-01-13 19:55:54,2017-01-13 20:06:55,Card,1,1.2,8.5,1.2,0.0,11.016666666666667
Eric Murray,2017-02-06 06:44:02,2017-02-06 06:58:08,Cash,1,2.9,12.5,2.65,0.0,14.1
Kevin Carlson,2017-04-26 08:41:33,2017-04-26 09:18:47,Cash,1,3.8,23.5,2.0,0.0,37.233333333333334
Christopher Cannon,2017-09-18 18:28:53,2017-09-18 18:41:40,Card,1,2.26,10.5,0.0,0.0,12.783333333333333
John Washington,2017-12-06 13:39:19,2017-12-06 14:25:28,Card,1,4.8,30.0,6.15,0.0,46.15
Billy Santos,2017-10-28 22:53:34,2017-10-28 23:02:44,Card,1,1.4,8.0,0.0,0.0,9.166666666666666
Elizabeth Marshall,2017-09-01 21:45:19,2017-09-01 21:50:35,Cash,2,0.62,5.0,1.26,0.0,5.266666666666667
